player,year,team,round
"Pendlebury, Scott",2013,collingwood,EF
"Reid, Ben",2013,collingwood,R1
"Reid, Ben",2013,collingwood,R2
"Reid, Ben",2013,collingwood,R3
"Reid, Ben",2013,collingwood,R4
"Reid, Ben",2013,collingwood,R5
"Reid, Ben",2013,collingwood,R6
"Reid, Ben",2013,collingwood,R7
"Reid, Ben",2013,collingwood,R8
"Reid, Ben",2013,collingwood,R9
"Reid, Ben",2013,collingwood,R10
"Reid, Ben",2013,collingwood,R11
"Reid, Ben",2013,collingwood,R12
"Reid, Ben",2013,collingwood,R15
"Reid, Ben",2013,collingwood,R16
"Reid, Ben",2013,collingwood,R17
"Reid, Ben",2013,collingwood,R18
"Reid, Ben",2013,collingwood,R19
"Reid, Ben",2013,collingwood,R20
"Reid, Ben",2013,collingwood,R21
"Reid, Ben",2013,collingwood,R22
"Reid, Ben",2013,collingwood,R23
"Reid, Ben",2013,collingwood,EF
"Russell, Jordan",2013,collingwood,R1
"Russell, Jordan",2013,collingwood,R2
"Russell, Jordan",2013,collingwood,R3
"Russell, Jordan",2013,collingwood,R4
"Russell, Jordan",2013,collingwood,R5
"Russell, Jordan",2013,collingwood,R8
"Russell, Jordan",2013,collingwood,R9
"Russell, Jordan",2013,collingwood,R14
"Russell, Jordan",2013,collingwood,R23
"Seedsman, Paul",2013,collingwood,R2
"Seedsman, Paul",2013,collingwood,R4
"Seedsman, Paul",2013,collingwood,R5
"Seedsman, Paul",2013,collingwood,R6
"Seedsman, Paul",2013,collingwood,R7
"Seedsman, Paul",2013,collingwood,R8
"Seedsman, Paul",2013,collingwood,R9
"Seedsman, Paul",2013,collingwood,R10
"Seedsman, Paul",2013,collingwood,R11
"Seedsman, Paul",2013,collingwood,R12
"Seedsman, Paul",2013,collingwood,R14
"Seedsman, Paul",2013,collingwood,R15
"Seedsman, Paul",2013,collingwood,R16
"Seedsman, Paul",2013,collingwood,R17
"Seedsman, Paul",2013,collingwood,R22
"Seedsman, Paul",2013,collingwood,R23
"Seedsman, Paul",2013,collingwood,EF
"Shaw, Heath",2013,collingwood,R2
"Shaw, Heath",2013,collingwood,R3
"Shaw, Heath",2013,collingwood,R4
"Shaw, Heath",2013,collingwood,R5
"Shaw, Heath",2013,collingwood,R6
"Shaw, Heath",2013,collingwood,R7
"Shaw, Heath",2013,collingwood,R10
"Shaw, Heath",2013,collingwood,R11
"Shaw, Heath",2013,collingwood,R12
"Shaw, Heath",2013,collingwood,R14
"Shaw, Heath",2013,collingwood,R15
"Shaw, Heath",2013,collingwood,R16
"Shaw, Heath",2013,collingwood,R17
"Shaw, Heath",2013,collingwood,R18
"Shaw, Heath",2013,collingwood,R19
"Shaw, Heath",2013,collingwood,R20
"Shaw, Heath",2013,collingwood,R21
"Shaw, Heath",2013,collingwood,R22
"Shaw, Heath",2013,collingwood,R23
"Shaw, Heath",2013,collingwood,EF
"Sidebottom, Steele",2013,collingwood,R1
"Sidebottom, Steele",2013,collingwood,R2
"Sidebottom, Steele",2013,collingwood,R3
"Sidebottom, Steele",2013,collingwood,R4
"Sidebottom, Steele",2013,collingwood,R5
"Sidebottom, Steele",2013,collingwood,R6
"Sidebottom, Steele",2013,collingwood,R7
"Sidebottom, Steele",2013,collingwood,R8
"Sidebottom, Steele",2013,collingwood,R9
"Sidebottom, Steele",2013,collingwood,R10
"Sidebottom, Steele",2013,collingwood,R11
"Sidebottom, Steele",2013,collingwood,R12
"Sidebottom, Steele",2013,collingwood,R14
"Sidebottom, Steele",2013,collingwood,R15
"Sidebottom, Steele",2013,collingwood,R16
"Sidebottom, Steele",2013,collingwood,R17
"Sidebottom, Steele",2013,collingwood,R18
"Sidebottom, Steele",2013,collingwood,R19
"Sidebottom, Steele",2013,collingwood,R20
"Sidebottom, Steele",2013,collingwood,R21
"Sidebottom, Steele",2013,collingwood,R22
"Sidebottom, Steele",2013,collingwood,R23
"Sidebottom, Steele",2013,collingwood,EF
"Sinclair, Ben",2013,collingwood,R1
"Sinclair, Ben",2013,collingwood,R2
"Sinclair, Ben",2013,collingwood,R3
"Sinclair, Ben",2013,collingwood,R4
"Sinclair, Ben",2013,collingwood,R5
"Sinclair, Ben",2013,collingwood,R11
"Sinclair, Ben",2013,collingwood,R12
"Sinclair, Ben",2013,collingwood,R14
"Sinclair, Ben",2013,collingwood,R15
"Sinclair, Ben",2013,collingwood,R16
"Sinclair, Ben",2013,collingwood,R17
"Sinclair, Ben",2013,collingwood,R18
"Sinclair, Ben",2013,collingwood,R19
"Sinclair, Ben",2013,collingwood,R20
"Sinclair, Ben",2013,collingwood,R21
"Swan, Dane",2013,collingwood,R1
"Swan, Dane",2013,collingwood,R2
"Swan, Dane",2013,collingwood,R3
"Swan, Dane",2013,collingwood,R4
"Swan, Dane",2013,collingwood,R5
"Swan, Dane",2013,collingwood,R6
"Swan, Dane",2013,collingwood,R7
"Swan, Dane",2013,collingwood,R8
"Swan, Dane",2013,collingwood,R9
"Swan, Dane",2013,collingwood,R10
"Swan, Dane",2013,collingwood,R11
"Swan, Dane",2013,collingwood,R12
"Swan, Dane",2013,collingwood,R14
"Swan, Dane",2013,collingwood,R15
"Swan, Dane",2013,collingwood,R16
"Swan, Dane",2013,collingwood,R17
"Swan, Dane",2013,collingwood,R18
"Swan, Dane",2013,collingwood,R19
"Swan, Dane",2013,collingwood,R20
"Swan, Dane",2013,collingwood,R21
"Swan, Dane",2013,collingwood,R22
"Swan, Dane",2013,collingwood,R23
"Swan, Dane",2013,collingwood,EF
"Thomas, Dale",2013,collingwood,R3
"Thomas, Dale",2013,collingwood,R4
"Thomas, Dale",2013,collingwood,R5
"Thomas, Dale",2013,collingwood,R6
"Thomas, Dale",2013,collingwood,R7
"Thomas, Josh",2013,collingwood,R1
"Thomas, Josh",2013,collingwood,R4
"Thomas, Josh",2013,collingwood,R6
"Thomas, Josh",2013,collingwood,R7
"Thomas, Josh",2013,collingwood,R8
"Thomas, Josh",2013,collingwood,R10
"Thomas, Josh",2013,collingwood,R11
"Thomas, Josh",2013,collingwood,R12
"Thomas, Josh",2013,collingwood,R14
"Thomas, Josh",2013,collingwood,R15
"Thomas, Josh",2013,collingwood,R16
"Thomas, Josh",2013,collingwood,R17
"Thomas, Josh",2013,collingwood,R18
"Thomas, Josh",2013,collingwood,R19
"Thomas, Josh",2013,collingwood,R20
"Thomas, Josh",2013,collingwood,R21
"Thomas, Josh",2013,collingwood,R22
"Thomas, Josh",2013,collingwood,R23
"Thomas, Josh",2013,collingwood,EF
"Toovey, Alan",2013,collingwood,R1
"Toovey, Alan",2013,collingwood,R2
"Toovey, Alan",2013,collingwood,R3
"Toovey, Alan",2013,collingwood,R4
"Toovey, Alan",2013,collingwood,R5
"Williams, Marley",2013,collingwood,R8
"Williams, Marley",2013,collingwood,R9
"Williams, Marley",2013,collingwood,R10
"Williams, Marley",2013,collingwood,R11
"Williams, Marley",2013,collingwood,R12
"Williams, Marley",2013,collingwood,R14
"Williams, Marley",2013,collingwood,R15
"Williams, Marley",2013,collingwood,R16
"Williams, Marley",2013,collingwood,R17
"Williams, Marley",2013,collingwood,R18
"Williams, Marley",2013,collingwood,R19
"Williams, Marley",2013,collingwood,R20
"Williams, Marley",2013,collingwood,R21
"Williams, Marley",2013,collingwood,R22
"Williams, Marley",2013,collingwood,R23
"Williams, Marley",2013,collingwood,EF
"Witts, Jarrod",2013,collingwood,R6
"Witts, Jarrod",2013,collingwood,R8
"Witts, Jarrod",2013,collingwood,R9
"Witts, Jarrod",2013,collingwood,R15
"Witts, Jarrod",2013,collingwood,R16
"Witts, Jarrod",2013,collingwood,R17
"Witts, Jarrod",2013,collingwood,R18
"Young, Clinton",2013,collingwood,R15
"Young, Clinton",2013,collingwood,R16
"Adams, Taylor",2014,collingwood,R1
"Adams, Taylor",2014,collingwood,R2
"Adams, Taylor",2014,collingwood,R3
"Adams, Taylor",2014,collingwood,R7
"Adams, Taylor",2014,collingwood,R11
"Adams, Taylor",2014,collingwood,R13
"Adams, Taylor",2014,collingwood,R14
"Adams, Taylor",2014,collingwood,R15
"Adams, Taylor",2014,collingwood,R16
"Adams, Taylor",2014,collingwood,R17
"Adams, Taylor",2014,collingwood,R18
"Adams, Taylor",2014,collingwood,R19
"Armstrong, Tony",2014,collingwood,R19
"Armstrong, Tony",2014,collingwood,R20
"Armstrong, Tony",2014,collingwood,R21
"Armstrong, Tony",2014,collingwood,R22
"Armstrong, Tony",2014,collingwood,R23
"Ball, Luke",2014,collingwood,R1
"Ball, Luke",2014,collingwood,R2
"Ball, Luke",2014,collingwood,R3
"Ball, Luke",2014,collingwood,R4
"Ball, Luke",2014,collingwood,R5
"Ball, Luke",2014,collingwood,R6
"Ball, Luke",2014,collingwood,R7
"Ball, Luke",2014,collingwood,R9
"Ball, Luke",2014,collingwood,R10
"Ball, Luke",2014,collingwood,R12
"Ball, Luke",2014,collingwood,R13
"Ball, Luke",2014,collingwood,R14
"Ball, Luke",2014,collingwood,R15
"Ball, Luke",2014,collingwood,R17
"Ball, Luke",2014,collingwood,R21
"Ball, Luke",2014,collingwood,R22
"Ball, Luke",2014,collingwood,R23
"Beams, Dayne",2014,collingwood,R1
"Beams, Dayne",2014,collingwood,R2
"Beams, Dayne",2014,collingwood,R3
"Beams, Dayne",2014,collingwood,R4
"Beams, Dayne",2014,collingwood,R5
"Beams, Dayne",2014,collingwood,R6
"Beams, Dayne",2014,collingwood,R7
"Beams, Dayne",2014,collingwood,R9
"Beams, Dayne",2014,collingwood,R10
"Beams, Dayne",2014,collingwood,R11
"Beams, Dayne",2014,collingwood,R12
"Beams, Dayne",2014,collingwood,R14
"Beams, Dayne",2014,collingwood,R15
"Beams, Dayne",2014,collingwood,R16
"Beams, Dayne",2014,collingwood,R17
"Beams, Dayne",2014,collingwood,R18
"Beams, Dayne",2014,collingwood,R19
"Beams, Dayne",2014,collingwood,R20
"Beams, Dayne",2014,collingwood,R21
"Blair, Jarryd",2014,collingwood,R2
"Blair, Jarryd",2014,collingwood,R3
"Blair, Jarryd",2014,collingwood,R4
"Blair, Jarryd",2014,collingwood,R5
"Blair, Jarryd",2014,collingwood,R6
"Blair, Jarryd",2014,collingwood,R7
"Blair, Jarryd",2014,collingwood,R9
"Blair, Jarryd",2014,collingwood,R10
"Blair, Jarryd",2014,collingwood,R11
"Blair, Jarryd",2014,collingwood,R12
"Blair, Jarryd",2014,collingwood,R13
"Blair, Jarryd",2014,collingwood,R14
"Blair, Jarryd",2014,collingwood,R15
"Blair, Jarryd",2014,collingwood,R16
"Blair, Jarryd",2014,collingwood,R17
"Blair, Jarryd",2014,collingwood,R18
"Blair, Jarryd",2014,collingwood,R19
"Blair, Jarryd",2014,collingwood,R20
"Blair, Jarryd",2014,collingwood,R21
"Blair, Jarryd",2014,collingwood,R22
"Blair, Jarryd",2014,collingwood,R23
"Broomhead, Tim",2014,collingwood,R13
"Broomhead, Tim",2014,collingwood,R14
"Broomhead, Tim",2014,collingwood,R18
"Broomhead, Tim",2014,collingwood,R19
"Broomhead, Tim",2014,collingwood,R20
"Broomhead, Tim",2014,collingwood,R21
"Broomhead, Tim",2014,collingwood,R22
"Broomhead, Tim",2014,collingwood,R23
"Brown, Nathan",2014,collingwood,R1
"Brown, Nathan",2014,collingwood,R2
"Brown, Nathan",2014,collingwood,R10
"Clarke, Martin",2014,collingwood,R1
"Cloke, Travis",2014,collingwood,R1
"Cloke, Travis",2014,collingwood,R2
"Cloke, Travis",2014,collingwood,R3
"Cloke, Travis",2014,collingwood,R4
"Cloke, Travis",2014,collingwood,R5
"Cloke, Travis",2014,collingwood,R6
"Cloke, Travis",2014,collingwood,R7
"Cloke, Travis",2014,collingwood,R9
"Cloke, Travis",2014,collingwood,R10
"Cloke, Travis",2014,collingwood,R11
"Cloke, Travis",2014,collingwood,R12
"Cloke, Travis",2014,collingwood,R13
"Cloke, Travis",2014,collingwood,R14
"Cloke, Travis",2014,collingwood,R15
"Cloke, Travis",2014,collingwood,R16
"Cloke, Travis",2014,collingwood,R17
"Cloke, Travis",2014,collingwood,R18
"Cloke, Travis",2014,collingwood,R19
"Cloke, Travis",2014,collingwood,R20
"Cloke, Travis",2014,collingwood,R21
"Dwyer, Sam",2014,collingwood,R2
"Dwyer, Sam",2014,collingwood,R3
"Dwyer, Sam",2014,collingwood,R7
"Dwyer, Sam",2014,collingwood,R9
"Dwyer, Sam",2014,collingwood,R12
"Dwyer, Sam",2014,collingwood,R13
"Dwyer, Sam",2014,collingwood,R14
"Dwyer, Sam",2014,collingwood,R15
"Dwyer, Sam",2014,collingwood,R16
"Dwyer, Sam",2014,collingwood,R19
"Dwyer, Sam",2014,collingwood,R20
"Dwyer, Sam",2014,collingwood,R22
"Dwyer, Sam",2014,collingwood,R23
"Elliott, Jamie",2014,collingwood,R1
"Elliott, Jamie",2014,collingwood,R2
"Elliott, Jamie",2014,collingwood,R3
"Elliott, Jamie",2014,collingwood,R4
"Elliott, Jamie",2014,collingwood,R5
"Elliott, Jamie",2014,collingwood,R6
"Elliott, Jamie",2014,collingwood,R7
"Elliott, Jamie",2014,collingwood,R9
"Elliott, Jamie",2014,collingwood,R10
"Elliott, Jamie",2014,collingwood,R11
"Elliott, Jamie",2014,collingwood,R12
"Elliott, Jamie",2014,collingwood,R13
"Elliott, Jamie",2014,collingwood,R14
"Elliott, Jamie",2014,collingwood,R15
"Elliott, Jamie",2014,collingwood,R18
"Elliott, Jamie",2014,collingwood,R19
"Elliott, Jamie",2014,collingwood,R20
"Fasolo, Alex",2014,collingwood,R3
"Fasolo, Alex",2014,collingwood,R4
"Fasolo, Alex",2014,collingwood,R5
"Fasolo, Alex",2014,collingwood,R6
"Fasolo, Alex",2014,collingwood,R10
"Fasolo, Alex",2014,collingwood,R11
"Fasolo, Alex",2014,collingwood,R12
"Fasolo, Alex",2014,collingwood,R19
"Fasolo, Alex",2014,collingwood,R20
"Fasolo, Alex",2014,collingwood,R21
"Fasolo, Alex",2014,collingwood,R22
"Fasolo, Alex",2014,collingwood,R23
"Frost, Jack",2014,collingwood,R1
"Frost, Jack",2014,collingwood,R2
"Frost, Jack",2014,collingwood,R3
"Frost, Jack",2014,collingwood,R4
"Frost, Jack",2014,collingwood,R5
"Frost, Jack",2014,collingwood,R6
"Frost, Jack",2014,collingwood,R7
"Frost, Jack",2014,collingwood,R9
"Frost, Jack",2014,collingwood,R10
"Frost, Jack",2014,collingwood,R11
"Frost, Jack",2014,collingwood,R12
"Frost, Jack",2014,collingwood,R13
"Frost, Jack",2014,collingwood,R14
"Frost, Jack",2014,collingwood,R15
"Frost, Jack",2014,collingwood,R16
"Frost, Jack",2014,collingwood,R17
"Frost, Jack",2014,collingwood,R18
"Frost, Jack",2014,collingwood,R19
"Frost, Jack",2014,collingwood,R20
"Frost, Jack",2014,collingwood,R21
"Frost, Jack",2014,collingwood,R22
"Frost, Jack",2014,collingwood,R23
"Gault, Corey",2014,collingwood,R23
"Goldsack, Tyson",2014,collingwood,R1
"Goldsack, Tyson",2014,collingwood,R2
"Goldsack, Tyson",2014,collingwood,R3
"Goldsack, Tyson",2014,collingwood,R4
"Goldsack, Tyson",2014,collingwood,R5
"Goldsack, Tyson",2014,collingwood,R6
"Goldsack, Tyson",2014,collingwood,R7
"Goldsack, Tyson",2014,collingwood,R9
"Goldsack, Tyson",2014,collingwood,R10
"Goldsack, Tyson",2014,collingwood,R11
"Goldsack, Tyson",2014,collingwood,R12
"Goldsack, Tyson",2014,collingwood,R15
"Goldsack, Tyson",2014,collingwood,R16
"Goldsack, Tyson",2014,collingwood,R17
"Goldsack, Tyson",2014,collingwood,R18
"Goldsack, Tyson",2014,collingwood,R19
"Goldsack, Tyson",2014,collingwood,R20
"Goldsack, Tyson",2014,collingwood,R21
"Goldsack, Tyson",2014,collingwood,R22
"Goldsack, Tyson",2014,collingwood,R23
"Grundy, Brodie",2014,collingwood,R1
"Grundy, Brodie",2014,collingwood,R2
"Grundy, Brodie",2014,collingwood,R3
"Grundy, Brodie",2014,collingwood,R4
"Grundy, Brodie",2014,collingwood,R5
"Grundy, Brodie",2014,collingwood,R6
"Grundy, Brodie",2014,collingwood,R7
"Grundy, Brodie",2014,collingwood,R9
"Grundy, Brodie",2014,collingwood,R10
"Grundy, Brodie",2014,collingwood,R12
"Grundy, Brodie",2014,collingwood,R13
"Grundy, Brodie",2014,collingwood,R16
"Grundy, Brodie",2014,collingwood,R21
"Grundy, Brodie",2014,collingwood,R22
"Grundy, Brodie",2014,collingwood,R23
"Keeffe, Lachlan",2014,collingwood,R3
"Keeffe, Lachlan",2014,collingwood,R4
"Keeffe, Lachlan",2014,collingwood,R5
"Keeffe, Lachlan",2014,collingwood,R6
"Keeffe, Lachlan",2014,collingwood,R7
"Keeffe, Lachlan",2014,collingwood,R9
"Keeffe, Lachlan",2014,collingwood,R11
"Keeffe, Lachlan",2014,collingwood,R12
"Keeffe, Lachlan",2014,collingwood,R13
"Keeffe, Lachlan",2014,collingwood,R14
"Keeffe, Lachlan",2014,collingwood,R15
"Keeffe, Lachlan",2014,collingwood,R16
"Keeffe, Lachlan",2014,collingwood,R18
"Keeffe, Lachlan",2014,collingwood,R19
"Keeffe, Lachlan",2014,collingwood,R20
"Keeffe, Lachlan",2014,collingwood,R21
"Keeffe, Lachlan",2014,collingwood,R22
"Keeffe, Lachlan",2014,collingwood,R23
"Kennedy, Ben",2014,collingwood,R1
"Kennedy, Ben",2014,collingwood,R7
"Kennedy, Ben",2014,collingwood,R15
"Kennedy, Ben",2014,collingwood,R16
"Kennedy, Ben",2014,collingwood,R17
"Kennedy, Ben",2014,collingwood,R18
"Kennedy, Ben",2014,collingwood,R20
"Kennedy, Ben",2014,collingwood,R21
"Langdon, Tom",2014,collingwood,R1
"Langdon, Tom",2014,collingwood,R2
"Langdon, Tom",2014,collingwood,R3
"Langdon, Tom",2014,collingwood,R4
"Langdon, Tom",2014,collingwood,R5
"Langdon, Tom",2014,collingwood,R6
"Langdon, Tom",2014,collingwood,R7
"Langdon, Tom",2014,collingwood,R9
"Langdon, Tom",2014,collingwood,R10
"Langdon, Tom",2014,collingwood,R11
"Langdon, Tom",2014,collingwood,R12
"Langdon, Tom",2014,collingwood,R13
"Langdon, Tom",2014,collingwood,R14
"Langdon, Tom",2014,collingwood,R16
"Langdon, Tom",2014,collingwood,R17
"Langdon, Tom",2014,collingwood,R18
"Langdon, Tom",2014,collingwood,R19
"Langdon, Tom",2014,collingwood,R22
"Langdon, Tom",2014,collingwood,R23
"Lumumba, Heritier",2014,collingwood,R1
"Lumumba, Heritier",2014,collingwood,R2
"Lumumba, Heritier",2014,collingwood,R3
"Lumumba, Heritier",2014,collingwood,R4
"Lumumba, Heritier",2014,collingwood,R5
"Lumumba, Heritier",2014,collingwood,R6
"Lumumba, Heritier",2014,collingwood,R7
"Lumumba, Heritier",2014,collingwood,R9
"Lumumba, Heritier",2014,collingwood,R10
"Lumumba, Heritier",2014,collingwood,R11
"Lumumba, Heritier",2014,collingwood,R12
"Lumumba, Heritier",2014,collingwood,R13
"Lumumba, Heritier",2014,collingwood,R14
"Lumumba, Heritier",2014,collingwood,R15
"Lumumba, Heritier",2014,collingwood,R16
"Lumumba, Heritier",2014,collingwood,R17
"Lumumba, Heritier",2014,collingwood,R18
"Lumumba, Heritier",2014,collingwood,R19
"Lumumba, Heritier",2014,collingwood,R20
"Lumumba, Heritier",2014,collingwood,R21
"Lumumba, Heritier",2014,collingwood,R23
"Macaffer, Brent",2014,collingwood,R1
"Macaffer, Brent",2014,collingwood,R2
"Macaffer, Brent",2014,collingwood,R3
"Macaffer, Brent",2014,collingwood,R4
"Macaffer, Brent",2014,collingwood,R5
"Macaffer, Brent",2014,collingwood,R6
"Macaffer, Brent",2014,collingwood,R7
"Macaffer, Brent",2014,collingwood,R9
"Macaffer, Brent",2014,collingwood,R10
"Macaffer, Brent",2014,collingwood,R11
"Macaffer, Brent",2014,collingwood,R12
"Macaffer, Brent",2014,collingwood,R13
"Macaffer, Brent",2014,collingwood,R14
"Macaffer, Brent",2014,collingwood,R15
"Macaffer, Brent",2014,collingwood,R16
"Macaffer, Brent",2014,collingwood,R17
"Macaffer, Brent",2014,collingwood,R18
"Macaffer, Brent",2014,collingwood,R19
"Macaffer, Brent",2014,collingwood,R20
"Macaffer, Brent",2014,collingwood,R21
"Macaffer, Brent",2014,collingwood,R22
"Martin, Kyle",2014,collingwood,R18
"Martin, Kyle",2014,collingwood,R19
"Maxwell, Nick",2014,collingwood,R1
"Maxwell, Nick",2014,collingwood,R2
"Maxwell, Nick",2014,collingwood,R3
"Maxwell, Nick",2014,collingwood,R4
"Maxwell, Nick",2014,collingwood,R5
"Maxwell, Nick",2014,collingwood,R6
"Maxwell, Nick",2014,collingwood,R9
"Maxwell, Nick",2014,collingwood,R10
"Maxwell, Nick",2014,collingwood,R11
"Maxwell, Nick",2014,collingwood,R17
"Pendlebury, Scott",2014,collingwood,R1
"Pendlebury, Scott",2014,collingwood,R2
"Pendlebury, Scott",2014,collingwood,R3
"Pendlebury, Scott",2014,collingwood,R4
"Pendlebury, Scott",2014,collingwood,R5
"Pendlebury, Scott",2014,collingwood,R6
"Pendlebury, Scott",2014,collingwood,R7
"Pendlebury, Scott",2014,collingwood,R9
"Pendlebury, Scott",2014,collingwood,R10
"Pendlebury, Scott",2014,collingwood,R11
"Pendlebury, Scott",2014,collingwood,R12
"Pendlebury, Scott",2014,collingwood,R13
"Pendlebury, Scott",2014,collingwood,R14
"Pendlebury, Scott",2014,collingwood,R15
"Pendlebury, Scott",2014,collingwood,R16
"Pendlebury, Scott",2014,collingwood,R17
"Pendlebury, Scott",2014,collingwood,R18
"Pendlebury, Scott",2014,collingwood,R19
"Pendlebury, Scott",2014,collingwood,R20
"Pendlebury, Scott",2014,collingwood,R22
"Pendlebury, Scott",2014,collingwood,R23
"Ramsay, Jackson",2014,collingwood,R22
"Ramsay, Jackson",2014,collingwood,R23
"Reid, Ben",2014,collingwood,R18
"Reid, Ben",2014,collingwood,R19
"Reid, Ben",2014,collingwood,R20
"Reid, Ben",2014,collingwood,R21
"Seedsman, Paul",2014,collingwood,R11
"Seedsman, Paul",2014,collingwood,R12
"Seedsman, Paul",2014,collingwood,R13
"Seedsman, Paul",2014,collingwood,R14
"Seedsman, Paul",2014,collingwood,R15
"Seedsman, Paul",2014,collingwood,R16
"Seedsman, Paul",2014,collingwood,R17
"Seedsman, Paul",2014,collingwood,R18
"Seedsman, Paul",2014,collingwood,R23
"Sidebottom, Steele",2014,collingwood,R1
"Sidebottom, Steele",2014,collingwood,R2
"Sidebottom, Steele",2014,collingwood,R3
"Sidebottom, Steele",2014,collingwood,R4
"Sidebottom, Steele",2014,collingwood,R5
"Sidebottom, Steele",2014,collingwood,R6
"Sidebottom, Steele",2014,collingwood,R7
"Sidebottom, Steele",2014,collingwood,R9
"Sidebottom, Steele",2014,collingwood,R10
"Sidebottom, Steele",2014,collingwood,R11
"Sidebottom, Steele",2014,collingwood,R15
"Sidebottom, Steele",2014,collingwood,R16
"Sidebottom, Steele",2014,collingwood,R17
"Sidebottom, Steele",2014,collingwood,R18
"Sidebottom, Steele",2014,collingwood,R19
"Sidebottom, Steele",2014,collingwood,R20
"Sidebottom, Steele",2014,collingwood,R21
"Sidebottom, Steele",2014,collingwood,R22
"Sidebottom, Steele",2014,collingwood,R23
"Sinclair, Ben",2014,collingwood,R1
"Sinclair, Ben",2014,collingwood,R2
"Sinclair, Ben",2014,collingwood,R21
"Sinclair, Ben",2014,collingwood,R22
"Sinclair, Ben",2014,collingwood,R23
"Swan, Dane",2014,collingwood,R1
"Swan, Dane",2014,collingwood,R2
"Swan, Dane",2014,collingwood,R3
"Swan, Dane",2014,collingwood,R4
"Swan, Dane",2014,collingwood,R5
"Swan, Dane",2014,collingwood,R6
"Swan, Dane",2014,collingwood,R7
"Swan, Dane",2014,collingwood,R9
"Swan, Dane",2014,collingwood,R10
"Swan, Dane",2014,collingwood,R12
"Swan, Dane",2014,collingwood,R13
"Swan, Dane",2014,collingwood,R14
"Swan, Dane",2014,collingwood,R15
"Swan, Dane",2014,collingwood,R16
"Swan, Dane",2014,collingwood,R17
"Swan, Dane",2014,collingwood,R21
"Swan, Dane",2014,collingwood,R22
"Thomas, Josh",2014,collingwood,R4
"Thomas, Josh",2014,collingwood,R5
"Thomas, Josh",2014,collingwood,R6
"Thomas, Josh",2014,collingwood,R7
"Thomas, Josh",2014,collingwood,R11
"Thomas, Josh",2014,collingwood,R12
"Thomas, Josh",2014,collingwood,R13
"Thomas, Josh",2014,collingwood,R14
"Thomas, Josh",2014,collingwood,R15
